unix_time,time_s,cable_easting_m,cable_northing_m,cable_height_m,cable_lock
1759745209.005,120649.005,619447.5145604247,5806096.663207132,41.43,1
1759745209.209,120649.209,619447.5929469077,5806097.037426053,41.43,1
1759745209.412,120649.412,619447.5379049612,5806096.750444125,41.42,1
1759745209.63,120649.63,619447.5379049612,5806096.750444125,41.42,1
1759745209.834,120649.834,619447.5379049612,5806096.750444125,41.43,1
1759745209.834,120649.834,619447.5540867315,5806096.840241943,41.43,1
1759745210.038,120650.038,619447.4847433476,5806096.97581809,41.43,1
1759745210.237,120650.237,619447.5845940339,5806096.954918109,41.43,1
1759745210.44,120650.44,619447.4640125055,5806096.871025654,41.43,1
1759745210.642,120650.642,619447.4873570418,5806096.968262645,41.43,1
1759745210.859,120650.859,619447.4640125055,5806096.871025654,41.43,1
1759745211.063,120651.063,619447.4640125055,5806096.871025654,41.43,1
1759745211.266,120651.266,619447.4873570418,5806096.968262645,41.43,1
1759745211.47,120651.47,619447.4468091439,5806096.863416733,41.41,1
1759745211.672,120651.672,619447.5440867316,5806096.830241943,41.41,1
1759745211.875,120651.875,619447.4699839342,5806096.9606943205,41.41,1
1759745212.076,120652.076,619447.6413643195,5806096.817067152,41.42,1
1759745212.294,120652.294,619447.6771017195,5806096.8432896575,41.41,1
1759745212.496,120652.496,619447.3063539151,5806096.8396551,41.41,1
1759745212.699,120652.699,619447.1047078723,5806096.59655221,41.41,1
1759745212.901,120652.901,619447.0817156704,5806096.160015093,41.39,1
1759745213.103,120653.103,619445.2742006708,5806097.114513592,41.42,1
1759745213.306,120653.306,619443.7838108967,5806098.584410156,41.44,1
1759745213.523,120653.523,619445.8549889488,5806097.696700551,41.45,1
1759745213.726,120653.726,619448.5916761282,5806096.672336912,41.42,1
1759745213.926,120653.926,619447.0561433178,5806096.5259356275,41.41,1
1759745214.129,120654.129,619448.8216693617,5806097.100863883,41.45,1
1759745214.333,120654.333,619449.172033782,5806096.582510805,41.42,1
1759745214.537,120654.537,619449.8705409123,5806096.242071653,41.4,1
1759745214.755,120654.755,619450.2641080158,5806096.391232693,41.42,1
1759745214.958,120654.958,619449.7980573801,5806096.580980843,41.41,1
1759745215.162,120655.162,619448.8240233649,5806096.091652763,41.42,1
1759745215.366,120655.366,619449.4298427098,5806096.120411505,41.41,1
1759745215.568,120655.568,619448.7223088291,5806096.6597728785,41.41,1
1759745215.771,120655.771,619447.6156866689,5806096.759747351,41.44,1
1759745215.973,120655.973,619448.9151776065,5806096.179460767,41.44,1
1759745216.19,120656.19,619447.6442785838,5806096.217309951,41.39,1
1759745216.392,120656.392,619447.9774229262,5806096.49168435,41.42,1
1759745216.594,120656.594,619447.2027359754,5806097.008626757,41.42,1
1759745216.796,120656.796,619447.2227359754,5806097.028626757,41.44,1
1759745216.998,120656.998,619447.6662772865,5806096.911010862,41.42,1
1759745217.216,120657.216,619447.690838258,5806096.931802789,41.44,1
1759745217.417,120657.417,619446.6995257074,5806096.906045705,41.43,1
1759745217.62,120657.62,619446.7395257073,5806096.896045705,41.44,1
1759745217.822,120657.822,619446.5756135964,5806097.499350766,41.42,1
1759745218.023,120658.023,619446.3693668625,5806097.189532707,41.4,1
1759745218.023,120658.023,619448.0046955465,5806096.972156311,41.4,1
1759745218.241,120658.241,619450.0485512654,5806097.104354845,41.42,1
1759745218.443,120658.443,619449.7209576461,5806096.156879463,41.4,1
1759745218.645,120658.645,619450.6773177503,5806095.078270224,41.42,1
1759745218.849,120658.849,619449.961899846,5806095.856996344,41.4,1
1759745219.055,120659.055,619451.4812690391,5806096.802348826,41.41,1
1759745219.258,120659.258,619450.5088843986,5806097.100968227,41.41,1
1759745219.461,120659.461,619450.1788616201,5806097.22002635,41.41,1
1759745219.662,120659.662,619450.8938563126,5806096.617786022,41.41,1
1759745219.881,120659.881,619450.4223057196,5806096.730464784,41.4,1
1759745220.084,120700.084,619451.6925563541,5806097.647012924,41.39,1
1759745220.285,120700.285,619452.3388634834,5806098.219748451,41.42,1
1759745220.488,120700.488,619452.3189780315,5806098.287672964,41.42,1
1759745220.69,120700.69,619452.3344228559,5806098.274022544,41.4,1
1759745220.894,120700.894,619452.9207341071,5806097.584295014,41.4,1
1759745221.11,120701.11,619452.7314949591,5806097.478931787,41.4,1
1759745221.313,120701.313,619453.2285935744,5806099.207013506,41.47,1
1759745221.515,120701.515,619452.5090972654,5806098.292384929,41.43,1
1759745221.717,120701.717,619452.8881265996,5806096.456892171,41.42,1
1759745221.919,120701.919,619453.7452434225,5806096.347862597,41.42,1
1759745222.121,120702.121,619453.1614273395,5806096.471579239,41.43,1
1759745222.339,120702.339,619453.0754961523,5806096.009518812,41.45,1
1759745222.54,120702.54,619453.5538073514,5806094.77914797,41.43,1
1759745222.743,120702.743,619452.7358997267,5806094.914408671,41.4,1
1759745222.944,120702.944,619454.2926944736,5806096.233416621,41.43,1
1759745223.147,120703.147,619453.6046205685,5806096.847784985,41.46,1
1759745223.365,120703.365,619454.6818182883,5806096.309629009,41.46,1
1759745223.569,120703.569,619454.2963893833,5806095.160195911,41.42,1
1759745223.77,120703.77,619454.145745508,5806095.88568527,41.44,1
1759745223.972,120703.972,619456.3900256002,5806097.381060409,41.45,1
1759745224.176,120704.176,619454.0285113489,5806097.435813464,41.45,1
1759745224.381,120704.381,619454.6778582849,5806096.10065922,41.45,1
1759745224.582,120704.582,619455.3732586921,5806094.961178092,41.38,1
1759745224.798,120704.798,619455.5232586921,5806094.921178092,41.43,1
1759745225.001,120705.001,619453.1399690981,5806095.60892512,41.45,1
1759745225.203,120705.203,619454.4113416552,5806094.777232634,41.42,1
1759745225.406,120705.406,619453.2190890717,5806094.510778687,41.42,1
1759745225.61,120705.61,619453.1590890718,5806094.460778687,41.42,1
1759745225.811,120705.811,619453.7146934293,5806094.63770748,41.42,1
1759745226.028,120706.028,619454.9429849875,5806096.716929986,41.47,1
1759745226.23,120706.23,619454.9653940322,5806096.651934763,41.44,1
1759745226.23,120706.23,619454.8622270894,5806095.921341415,41.44,1
1759745226.431,120706.431,619454.6942873918,5806096.400551871,41.45,1
1759745226.634,120706.634,619455.0824547065,5806095.284439292,41.44,1
1759745226.837,120706.837,619455.1175326578,5806094.963645364,41.44,1
1759745227.053,120707.053,619455.090727573,5806095.737170742,41.42,1
1759745227.255,120707.255,619455.1016988428,5806095.306262536,41.43,1
1759745227.46,120707.46,619455.2094433169,5806094.864827445,41.43,1
1759745227.663,120707.663,619455.2423618232,5806095.409846871,41.43,1
1759745227.863,120707.863,619455.8580353798,5806094.686455105,41.43,1
1759745228.08,120708.08,619456.8514431395,5806095.208953635,41.43,1
1759745228.283,120708.283,619457.4229627758,5806095.089168934,41.43,1
1759745228.486,120708.486,619457.7416066674,5806094.50712719,41.43,1
1759745228.686,120708.686,619457.3719317742,5806094.471911959,41.43,1
1759745228.889,120708.889,619457.6011181675,5806094.286603211,41.43,1
1759745229.092,120709.092,619456.7565050897,5806094.603866343,41.45,1
1759745229.31,120709.31,619456.9517615051,5806095.304240043,41.42,1
1759745229.51,120709.51,619456.9072310865,5806095.3419026695,41.45,1
1759745229.712,120709.712,619456.7306777954,5806094.838507947,41.43,1
1759745229.915,120709.915,619455.1268776761,5806094.472788532,41.41,1
1759745230.117,120710.117,619456.8287430342,5806094.778631617,41.42,1
1759745230.334,120710.334,619457.6930014399,5806095.098037474,41.45,1
1759745230.539,120710.539,619456.7013323354,5806094.7847332675,41.44,1
1759745230.739,120710.739,619458.0693412027,5806093.891022398,41.45,1
1759745230.943,120710.943,619459.1957164276,5806092.98957061,41.45,1
1759745231.144,120711.144,619457.6378647198,5806094.162814866,41.48,1
1759745231.346,120711.346,619458.8469354396,5806093.773122209,41.5,1
1759745231.564,120711.564,619458.5954392792,5806092.308078045,41.45,1
1759745231.767,120711.767,619459.1102493091,5806092.501082086,41.44,1
1759745231.971,120711.971,619459.7981139774,5806093.850271404,41.48,1
1759745232.171,120712.171,619459.2929599738,5806094.400505746,41.48,1
1759745232.374,120712.374,619458.7463176486,5806093.997764009,41.48,1
1759745232.576,120712.576,619458.0571593946,5806093.389242134,41.45,1
1759745232.793,120712.793,619458.8408514278,5806093.57638756,41.47,1
1759745232.995,120712.995,619459.0152492586,5806093.543154116,41.46,1
1759745233.198,120713.198,619459.1552492586,5806093.573154116,41.5,1
1759745233.4,120713.4,619460.0343284628,5806093.051036752,41.48,1
1759745233.604,120713.604,619460.2243284628,5806093.001036752,41.48,1
1759745233.808,120713.808,619458.5855773803,5806093.240552168,41.48,1
1759745234.01,120714.01,619460.1884216373,5806093.642364831,41.49,1
1759745234.218,120714.218,619459.6598775315,5806094.731307374,41.51,1
1759745234.431,120714.431,619459.747075706,5806094.651874131,41.49,1
1759745234.431,120714.431,619460.6214337744,5806093.8037348855,41.49,1
1759745234.632,120714.632,619461.4831825236,5806094.986461039,41.5,1
1759745234.832,120714.832,619461.3962489836,5806095.439973705,41.52,1
1759745235.05,120715.05,619460.7964015466,5806094.292268398,41.48,1
1759745235.251,120715.251,619461.5124501914,5806093.498758614,41.5,1
1759745235.456,120715.456,619461.1264015466,5806094.282268398,41.49,1
1759745235.658,120715.658,619462.036623901,5806095.397558129,41.49,1
1759745235.861,120715.861,619461.3837976588,5806095.364617851,41.52,1
1759745236.062,120716.062,619461.1517301985,5806093.916440644,41.5,1
1759745236.28,120716.28,619461.7471692801,5806093.809386609,41.49,1
1759745236.485,120716.485,619463.0452851808,5806094.570790446,41.49,1
1759745236.686,120716.686,619462.7235414528,5806094.449026609,41.52,1
1759745236.888,120716.888,619461.5310175208,5806092.866765715,41.51,1
1759745237.09,120717.09,619461.8682313419,5806092.379536146,41.5,1
1759745237.293,120717.293,619461.8042398241,5806093.998533127,41.48,1
1759745237.51,120717.51,619463.4656181508,5806095.170726282,41.53,1
1759745237.711,120717.711,619461.7771797375,5806094.277718811,41.49,1
1759745237.915,120717.915,619462.0922624238,5806093.949586194,41.48,1
1759745238.119,120718.119,619461.7844342021,5806096.316570532,41.5,1
1759745238.323,120718.323,619462.7654481734,5806098.549680076,41.54,1
1759745238.525,120718.525,619464.4426701001,5806098.725473889,41.58,1
1759745238.726,120718.726,619464.5271220172,5806096.593132896,41.53,1
1759745238.943,120718.943,619466.7471420148,5806094.337175823,41.5,1
1759745239.147,120719.147,619464.7053146915,5806096.340583585,41.54,1
1759745239.349,120719.349,619464.264829298,5806096.256894941,41.55,1
1759745239.552,120719.552,619465.398775758,5806094.806572065,41.52,1
1759745239.756,120719.756,619463.3235773782,5806094.214377639,41.52,1
1759745239.96,120719.96,619464.1310105026,5806093.615003064,41.5,1
1759745240.163,120720.163,619464.003438954,5806095.504301012,41.5,1
1759745240.367,120720.367,619463.4958367466,5806096.068551274,41.51,1
1759745240.585,120720.585,619464.6192103042,5806095.180270901,41.54,1
1759745240.787,120720.787,619463.6381186447,5806094.438044108,41.48,1
1759745240.989,120720.989,619462.8243841225,5806094.925728563,41.48,1
1759745241.191,120721.191,619463.2201572321,5806096.096376261,41.49,1
1759745241.392,120721.392,619463.7670965666,5806095.901734807,41.51,1
1759745241.609,120721.609,619463.7870965666,5806095.911734806,41.52,1
1759745241.811,120721.811,619465.7125206572,5806094.569945589,41.49,1
1759745242.012,120722.012,619466.5736220151,5806094.103798649,41.51,1
1759745242.216,120722.216,619467.328208812,5806094.0456601605,41.51,1
1759745242.418,120722.418,619467.328208812,5806094.0456601605,41.51,1
1759745242.621,120722.621,619466.4443321191,5806094.4018598655,41.5,1
1759745242.621,120722.621,619465.0487737083,5806094.814121846,41.5,1
1759745242.839,120722.839,619464.4624315675,5806092.9150395375,41.51,1
1759745243.04,120723.04,619463.8723400728,5806092.213989942,41.46,1
1759745243.243,120723.243,619464.0140068157,5806092.926004909,41.47,1
1759745243.445,120723.445,619465.0623565697,5806093.754910542,41.48,1
1759745243.648,120723.648,619465.4166961724,5806094.023822359,41.47,1
1759745243.851,120723.851,619466.3073948418,5806093.385285438,41.49,1
1759745244.067,120724.067,619467.7021808441,5806091.824861912,41.49,1
1759745244.27,120724.27,619466.011948501,5806091.750710346,41.48,1
1759745244.472,120724.472,619467.4146386536,5806093.029578059,41.48,1
1759745244.675,120724.675,619468.73047993,5806094.386045974,41.51,1
1759745244.881,120724.881,619467.2061238381,5806093.912971278,41.52,1
1759745245.085,120725.085,619468.3955938832,5806092.111047935,41.48,1
1759745245.29,120725.29,619466.606661526,5806091.979436552,41.47,1
1759745245.494,120725.494,619467.3860227924,5806093.284613786,41.48,1
1759745245.712,120725.712,619466.3865718107,5806095.464320378,41.53,1
1759745245.915,120725.915,619466.2875966418,5806094.282010324,41.52,1
1759745246.119,120726.119,619464.8823501454,5806092.657847564,41.49,1
1759745246.32,120726.32,619465.2656226087,5806092.98387909,41.51,1
1759745246.522,120726.522,619466.5626394683,5806093.529735123,41.5,1
1759745246.727,120726.727,619467.3013866661,5806092.695464129,41.49,1
1759745246.93,120726.93,619467.1848460555,5806092.106891036,41.48,1
1759745247.132,120727.132,619467.4918479325,5806092.669207833,41.5,1
1759745247.349,120727.349,619467.3715173932,5806092.505117552,41.49,1
1759745247.551,120727.551,619467.4644640189,5806092.041180038,41.48,1
1759745247.755,120727.755,619467.3452142727,5806092.482201497,41.5,1
1759745247.957,120727.957,619467.3982081603,5806092.327130716,41.5,1
1759745248.157,120728.157,619467.8163484178,5806092.146465488,41.49,1
1759745248.361,120728.361,619468.4192960263,5806092.114819774,41.49,1
1759745248.579,120728.579,619468.434537927,5806092.247281291,41.49,1
1759745248.782,120728.782,619467.8964035874,5806092.250419981,41.48,1
1759745248.984,120728.984,619467.3872312292,5806092.110767347,41.48,1
1759745249.188,120729.188,619468.1068498605,5806091.9808447175,41.5,1
1759745249.391,120729.391,619469.4881722772,5806091.763517568,41.49,1
1759745249.592,120729.592,619469.5081722772,5806091.773517568,41.49,1
1759745249.796,120729.796,619470.3732878858,5806091.356515024,41.5,1
1759745250.014,120730.014,619470.2642932734,5806091.015711459,41.48,1
1759745250.217,120730.217,619470.5861752365,5806090.9782064315,41.51,1
1759745250.419,120730.419,619469.5894891454,5806092.558224879,41.48,1
1759745250.62,120730.62,619468.7278638006,5806092.318221202,41.48,1
1759745250.822,120730.822,619469.0659760006,5806092.076366666,41.47,1
1759745250.822,120730.822,619469.904569557,5806092.0531935785,41.47,1
1759745251.039,120731.039,619469.7908429819,5806091.853021354,41.5,1
1759745251.241,120731.241,619470.1587297207,5806091.762571748,41.47,1
1759745251.444,120731.444,619470.5991295591,5806091.456253628,41.47,1
1759745251.648,120731.648,619471.3702488856,5806091.855236068,41.48,1
1759745251.85,120731.85,619471.0864678348,5806092.719983722,41.49,1
1759745252.054,120732.054,619471.7128613713,5806093.072885314,41.5,1
1759745252.271,120732.271,619471.3123927633,5806092.4457584275,41.49,1
1759745252.473,120732.473,619469.9336277145,5806092.2060436,41.49,1
1759745252.675,120732.675,619471.1480320904,5806092.475166745,41.48,1
1759745252.877,120732.877,619470.877424778,5806092.886418753,41.48,1
1759745253.081,120733.081,619472.1519453813,5806092.287989607,41.5,1
1759745253.282,120733.282,619471.1861257143,5806091.71468263,41.5,1
1759745253.5,120733.5,619471.1277983411,5806091.971992226,41.49,1
1759745253.703,120733.703,619472.3775276057,5806092.457338489,41.5,1
1759745253.905,120733.905,619470.6795650944,5806092.7741385605,41.51,1
1759745254.109,120734.109,619470.9588139975,5806090.9263853645,41.49,1
1759745254.311,120734.311,619469.4015190909,5806089.529985044,41.46,1
1759745254.514,120734.514,619468.6311812946,5806090.716690703,41.46,1
1759745254.717,120734.717,619469.9207951861,5806092.081013955,41.51,1
1759745254.935,120734.935,619469.4159047167,5806092.1282422505,41.52,1
1759745255.139,120735.139,619469.5101641387,5806091.5078638205,41.49,1
1759745255.341,120735.341,619469.4930026709,5806091.948662828,41.48,1
1759745255.543,120735.543,619469.5245441005,5806092.736573646,41.5,1
1759745255.744,120735.744,619471.4447555057,5806092.135664012,41.49,1
1759745255.945,120735.945,619471.6888554901,5806091.061959914,41.49,1
1759745256.151,120736.151,619471.8727365608,5806091.089958221,41.48,1
1759745256.366,120736.366,619473.469741963,5806091.314307989,41.46,1
1759745256.569,120736.569,619472.1996931328,5806091.113433019,41.49,1
1759745256.771,120736.771,619474.1656356582,5806091.340404699,41.48,1
1759745256.974,120736.974,619473.8776933473,5806092.318428231,41.48,1
1759745257.176,120737.176,619473.3665270602,5806092.773698032,41.48,1
1759745257.395,120737.395,619474.5700203015,5806092.0927321175,41.48,1
1759745257.596,120737.596,619474.7100203015,5806092.002732118,41.49,1
1759745257.801,120737.801,619474.7925486834,5806092.527375693,41.48,1
1759745258.001,120738.001,619474.6937798373,5806093.820694812,41.52,1
1759745258.204,120738.204,619473.7493102462,5806094.910638476,41.52,1
1759745258.42,120738.42,619474.4110243868,5806094.429264653,41.53,1
1759745258.622,120738.622,619474.7810243868,5806094.249264653,41.49,1
1759745258.823,120738.823,619474.1352885548,5806094.937032953,41.49,1
1759745259.026,120739.026,619473.5080311253,5806094.186959858,41.49,1
1759745259.026,120739.026,619472.68594558,5806094.111344298,41.49,1
1759745259.229,120739.229,619473.7341999202,5806094.491490271,41.48,1
1759745259.433,120739.433,619472.8930746944,5806095.0942859715,41.48,1
1759745259.638,120739.638,619474.3862089699,5806094.8336098455,41.47,1
1759745259.841,120739.841,619475.4772179612,5806093.389012898,41.5,1
1759745260.046,120740.046,619474.6803040995,5806093.044346547,41.45,1
1759745260.264,120740.264,619475.6313257102,5806093.130182394,41.46,1
1759745260.468,120740.468,619475.2657087275,5806092.773355792,41.46,1
1759745260.673,120740.673,619475.544712101,5806092.642655155,41.48,1
1759745260.877,120740.877,619475.9334362386,5806093.229325491,41.46,1
1759745261.082,120741.082,619475.5612492342,5806094.359240915,41.47,1
1759745261.283,120741.283,619476.1313934961,5806093.278737199,41.47,1
1759745261.483,120741.483,619475.1057025798,5806093.551194012,41.46,1
1759745261.686,120741.686,619475.7968871461,5806093.207705006,41.48,1
1759745261.906,120741.906,619475.8080515882,5806092.854581607,41.47,1
1759745262.108,120742.108,619477.3570856993,5806091.782241195,41.48,1
1759745262.308,120742.308,619476.9953903081,5806091.884974034,41.48,1
1759745262.511,120742.511,619477.2381392723,5806092.117624654,41.47,1
1759745262.713,120742.713,619476.9117121022,5806092.510885206,41.48,1
1759745262.918,120742.918,619476.4566749323,5806093.660007704,41.48,1
1759745263.136,120743.136,619476.210133264,5806093.284770482,41.5,1
1759745263.337,120743.337,619478.2509470399,5806092.616750308,41.5,1
1759745263.54,120743.54,619478.4989144856,5806093.182336712,41.5,1
1759745263.742,120743.742,619479.0237159383,5806093.833382159,41.51,1
1759745263.946,120743.946,619479.6514642996,5806093.782528369,41.53,1
1759745264.151,120744.151,619478.5591826419,5806093.751347074,41.54,1
1759745264.355,120744.355,619479.0454047536,5806093.04414558,41.52,1
1759745264.57,120744.57,619480.713959365,5806091.867757701,41.52,1
1759745264.771,120744.771,619480.8338694728,5806090.870078131,41.52,1
1759745264.975,120744.975,619481.6635397488,5806091.4062326765,41.51,1
1759745265.176,120745.176,619481.7733230337,5806090.954411291,41.57,1
1759745265.378,120745.378,619478.8173480936,5806090.297765868,41.53,1
1759745265.582,120745.582,619479.874534844,5806090.373915083,41.52,1
1759745265.8,120745.8,619479.6370799195,5806090.686728038,41.54,1
1759745266.002,120746.002,619479.9170799195,5806090.636728037,41.52,1
1759745266.204,120746.204,619478.4464876355,5806090.922903541,41.54,1
1759745266.406,120746.406,619479.8619560463,5806090.85285637,41.52,1
1759745266.608,120746.608,619480.0919560463,5806090.79285637,41.53,1
1759745266.812,120746.812,619480.4995227397,5806090.9698849935,41.54,1
1759745267.031,120747.031,619480.7674348477,5806090.936720614,41.55,1
1759745267.235,120747.235,619481.0748308128,5806090.912459848,41.52,1
1759745267.235,120747.235,619481.1763266255,5806092.370025086,41.52,1
1759745267.436,120747.436,619481.7139026803,5806092.602958099,41.55,1
1759745267.638,120747.638,619481.9170658297,5806091.549654548,41.54,1
1759745267.841,120747.841,619482.7116002967,5806090.830760274,41.54,1
1759745268.043,120748.043,619481.0370019426,5806091.39013771,41.54,1
1759745268.259,120748.259,619483.1929199394,5806090.853210688,41.51,1
1759745268.46,120748.46,619483.4590611688,5806090.154458078,41.55,1
1759745268.66,120748.66,619480.3282364557,5806090.571434249,41.56,1
1759745268.876,120748.876,619482.9519306793,5806090.150981458,41.53,1
1759745269.077,120749.077,619480.328986948,5806090.185650105,41.56,1
1759745269.278,120749.278,619481.5564876355,5806090.122903541,41.53,1
1759745269.48,120749.48,619482.7476335699,5806090.366594914,41.55,1
1759745269.683,120749.683,619482.5398525981,5806091.486278066,41.52,1
1759745269.9,120749.9,619482.6086995571,5806091.357849941,41.54,1
1759745270.099,120750.099,619483.4286763511,5806092.588646144,41.57,1
1759745270.302,120750.302,619484.1187267291,5806091.152720683,41.57,1
1759745270.504,120750.504,619483.9508654397,5806090.304835477,41.55,1
1759745270.707,120750.707,619483.2210414889,5806091.626498635,41.55,1
1759745270.924,120750.924,619484.22144244,5806092.13956329,41.6,1
1759745271.128,120751.128,619483.2355572722,5806091.57067944,41.6,1
1759745271.33,120751.33,619483.271069145,5806091.059497604,41.58,1
1759745271.533,120751.533,619483.4863518333,5806091.859758778,41.59,1
1759745271.734,120751.734,619484.0040908246,5806091.689623593,41.59,1
1759745271.937,120751.937,619484.682290192,5806090.994939895,41.59,1
1759745272.142,120752.142,619485.3453892214,5806090.995863451,41.57,1
1759745272.36,120752.36,619485.9947683532,5806091.349694272,41.58,1
1759745272.562,120752.562,619485.9291358452,5806091.16782915,41.59,1
1759745272.762,120752.762,619486.3976408609,5806090.550439218,41.58,1
1759745272.964,120752.964,619487.234204311,5806090.827981192,41.57,1
1759745273.179,120753.179,619487.6186553882,5806090.854390347,41.58,1
1759745273.382,120753.382,619488.184315482,5806090.429778837,41.58,1
1759745273.586,120753.586,619487.8617575183,5806090.499731343,41.58,1
1759745273.788,120753.788,619488.0588147308,5806090.370387238,41.58,1
1759745273.99,120753.99,619487.7937017484,5806090.225113307,41.59,1
1759745274.193,120754.193,619487.8837017484,5806090.185113307,41.57,1
1759745274.41,120754.41,619487.1064471112,5806091.1509175105,41.58,1
1759745274.613,120754.613,619487.1966606029,5806091.11923729,41.59,1
1759745274.816,120754.816,619487.3166606029,5806091.10923729,41.6,1
1759745275.018,120755.018,619485.6314087389,5806090.724998966,41.58,1
1759745275.219,120755.219,619484.8005744297,5806090.590445347,41.59,1
1759745275.435,120755.435,619483.8703220712,5806091.34111235,41.61,1
1759745275.435,120755.435,619483.8621326173,5806090.958551177,41.61,1
1759745275.636,120755.636,619483.8894352888,5806090.391850433,41.59,1
1759745275.838,120755.838,619483.8174640101,5806090.600397557,41.59,1
1759745276.041,120756.041,619484.5091767821,5806090.692952492,41.59,1
1759745276.242,120756.242,619485.2507431331,5806090.342287348,41.6,1
1759745276.447,120756.447,619485.7531262737,5806090.324999904,41.6,1
1759745276.663,120756.663,619485.7806180442,5806090.337036153,41.59,1
1759745276.867,120756.867,619485.8967361597,5806090.17308852,41.6,1
1759745277.068,120757.068,619485.2069529142,5806089.7630750565,41.59,1
1759745277.27,120757.27,619484.2826642282,5806089.451121778,41.59,1
1759745277.472,120757.472,619483.3277255277,5806090.190229205,41.59,1
1759745277.691,120757.691,619483.5760280838,5806090.473358163,41.59,1
1759745277.894,120757.894,619484.021706866,5806089.827281628,41.6,1
1759745278.096,120758.096,619483.9458672057,5806089.818166018,41.59,1
1759745278.298,120758.298,619485.3771411815,5806090.035728168,41.59,1
1759745278.502,120758.502,619485.7546627022,5806089.975141982,41.59,1
1759745278.706,120758.706,619485.8589357828,5806089.456380425,41.59,1
1759745278.91,120758.91,619485.8471626858,5806089.868522869,41.58,1
1759745279.115,120759.115,619485.5427707017,5806090.004145829,41.58,1
1759745279.317,120759.317,619485.4003054337,5806089.73841043,41.58,1
1759745279.534,120759.534,619485.4903971944,5806089.70070155,41.57,1
1759745279.736,120759.736,619485.4631910026,5806090.031745401,41.58,1
1759745279.938,120759.938,619485.408040495,5806089.735314653,41.58,1
1759745280.138,120800.138,619485.408040495,5806089.735314653,41.57,1
1759745280.356,120800.356,619485.4341647725,5806089.927122238,41.58,1
1759745280.558,120800.558,619485.4133736034,5806089.819307478,41.58,1
1759745280.76,120800.76,619485.3925824343,5806089.721492718,41.57,1
1759745280.959,120800.959,619485.4133736034,5806089.829307478,41.58,1
1759745281.163,120801.163,619485.42126729,5806089.836188754,41.58,1
1759745281.381,120801.381,619485.4291729747,5806089.843056242,41.58,1
1759745281.584,120801.584,619485.4003054337,5806089.72841043,41.58,1
1759745281.784,120801.784,619485.42126729,5806089.836188754,41.58,1
1759745281.988,120801.988,619485.3925824343,5806089.721492718,41.58,1
1759745282.189,120802.189,619485.3925824343,5806089.721492718,41.58,1
1759745282.393,120802.393,619485.4133736034,5806089.819307478,41.58,1
1759745282.611,120802.611,619485.4133736034,5806089.819307478,41.58,1
1759745282.813,120802.813,619485.4291729747,5806089.833056242,41.58,1
1759745283.015,120803.015,619485.4291729747,5806089.833056242,41.58,1
1759745283.216,120803.216,619485.4003054337,5806089.72841043,41.58,1
1759745283.418,120803.418,619485.30252711,5806089.749372287,41.57,1
1759745283.635,120803.635,619485.4133736034,5806089.819307478,41.59,1
1759745283.635,120803.635,619485.42126729,5806089.826188754,41.59,1
1759745283.836,120803.836,619485.42126729,5806089.826188754,41.59,1
1759745284.039,120804.039,619485.42126729,5806089.826188754,41.59,1
1759745284.241,120804.241,619485.42126729,5806089.826188754,41.59,1
1759745284.442,120804.442,619485.42126729,5806089.826188754,41.59,1
1759745284.661,120804.661,619485.42126729,5806089.826188754,41.59,1
1759745284.862,120804.862,619485.42126729,5806089.826188754,41.59,1
1759745285.065,120805.065,619485.42126729,5806089.826188754,41.59,1
1759745285.266,120805.266,619485.42126729,5806089.826188754,41.6,1
1759745285.469,120805.469,619485.42126729,5806089.826188754,41.59,1
1759745285.671,120805.671,619485.6168239374,5806089.784265041,41.59,1
1759745285.888,120805.888,619486.0728294927,5806089.662356412,41.59,1
1759745286.09,120806.09,619486.7523483603,5806089.346258266,41.59,1
1759745286.292,120806.292,619486.2387270929,5806089.669485613,41.59,1
1759745286.496,120806.496,619486.2539985817,5806089.680424081,41.59,1
1759745286.7,120806.7,619485.3961790454,5806089.260746405,41.59,1
1759745286.915,120806.915,619484.8883800148,5806089.54675446,41.6,1
1759745287.118,120807.118,619485.514680457,5806089.96540228,41.6,1
1759745287.321,120807.321,619485.9292326301,5806090.042364918,41.6,1
1759745287.523,120807.523,619486.1188687455,5806089.569037705,41.6,1
1759745287.726,120807.726,619487.4380582762,5806088.549907026,41.57,1
1759745287.929,120807.929,619486.6570364762,5806088.830337873,41.59,1
1759745288.147,120808.147,619487.1708515802,5806089.332749803,41.6,1
1759745288.348,120808.348,619486.7300964815,5806089.4371449975,41.58,1
1759745288.55,120808.55,619486.5911679823,5806089.061318335,41.58,1
1759745288.754,120808.754,619486.5339383684,5806089.32093007,41.57,1
1759745288.959,120808.959,619486.4318120484,5806089.397572414,41.58,1
1759745289.162,120809.162,619486.5073611124,5806088.967983431,41.57,1
1759745289.365,120809.365,619486.2363396536,5806088.818733686,41.58,1
1759745289.567,120809.567,619486.7919161168,5806089.815053171,41.56,1
1759745289.783,120809.783,619489.4541103413,5806091.256737093,41.58,1
1759745289.985,120809.985,619488.0995270512,5806092.758728047,41.6,1
1759745290.187,120810.187,619488.7840372223,5806093.412933367,41.61,1
1759745290.39,120810.39,619489.5029360062,5806092.228906335,41.63,1
1759745290.594,120810.594,619489.6829360062,5806092.198906336,41.6,1
1759745290.797,120810.797,619489.8624915943,5806089.922922222,41.59,1
1759745291.012,120811.012,619486.7791378037,5806089.712883858,41.62,1
